ID,Name,Company,Price,Count,Category,discount
44-4276821,Muffin Mix - Lemon Cranberry,Waka-waka,$809.32,46,C,27
90-4058700,"Iced Tea - Lemon, 460 Ml",Zoory,$260.65,34,C,7
69-8113695,Muffin - Banana Nut Individual,Jaromye,$348.40,7,D,50
34-5954210,Hummus - Spread,Waka-waka,$548.45,33,C,9
18-4574584,French Pastry - Mini Chocolate,Nestle Std,$954.30,16,D,45
48-3130414,Coffee Caramel Biscotti,Nestle Std,$171.42,36,D,33
50-3043727,"Wine - Red, Metus Rose",Nestle Std,$325.79,26,C,48
78-4731670,Dawn Professionl Pot And Pan,Nestle Std,$933.00,25,A,35
77-1999899,Lettuce - Iceberg,Zoory,$496.85,34,C,7
05-7034582,Pepper - Red Bell,Zoory,$732.59,10,C,21
82-7294073,"Pork - Sausage, Medium",Zoory,$48.82,13,A,38
68-6791430,Wine - Sake,Nestle Std,$628.95,11,D,25
36-1131434,Thyme - Dried,Nestle Std,$775.49,35,A,37
70-3025747,Chocolate Bar - Oh Henry,Nestle Std,$153.08,29,B,0
28-9671079,Skirt - 24 Foot,Zoory,$748.34,19,D,15
51-0697441,Veal - Heart,Waka-waka,$548.65,15,C,1
29-7447523,Compound - Passion Fruit,Jaromye,$811.57,18,A,11
32-0635689,Pepper - Cayenne,Waka-waka,$52.17,41,D,47
72-4116021,Saskatoon Berries - Frozen,Nestle Std,$531.63,21,C,32
55-7081806,"Pasta - Cannelloni, Sheets, Fresh",,$566.76,33,C,46
12-0982337,Smoked Paprika,Waka-waka,$924.53,20,A,1
65-9729177,Chickensplit Half,Nestle Std,$379.17,7,D,27
72-1346363,French Kiss Vanilla,,$235.18,9,D,30
97-8133110,Cake - Mini Potato Pancake,Zoory,$925.29,6,A,44
39-8338211,Hog / Sausage Casing - Pork,Jaromye,$12.16,32,C,4
53-4413720,Capon - Whole,Waka-waka,$431.66,19,B,10
92-2572626,Pork - Caul Fat,Waka-waka,$251.16,9,A,34
53-3245554,Coffee - French Vanilla Frothy,Nestle Std,$816.59,49,D,37
29-8084600,Nantucket - Kiwi Berry Cktl.,Jaromye,$974.77,2,C,12
65-0051920,"Beef - Cooked, Corned",Jaromye,$380.17,37,D,29
73-6343741,Cognac - Courvaisier,Jaromye,$430.63,1,B,47
91-2064037,"Fish - Soup Base, Bouillon",Waka-waka,$808.08,13,A,46
29-5461249,Wine - Chateau Bonnet,Zoory,$62.21,2,D,8
41-2541224,"Vodka - Hot, Lnferno",Zoory,$569.26,34,C,19
81-3796673,Chicken - Bones,Zoory,$788.86,11,B,22
50-5169621,Longos - Grilled Salmon With Bbq,Zoory,$241.49,32,C,42
67-4806929,Eel Fresh,Waka-waka,$11.21,11,C,28
64-9715074,Extract - Almond,Zoory,$60.24,48,A,21
98-4945410,Rosemary - Fresh,Jaromye,$424.08,13,A,21
21-0084601,Energy Drink - Franks Original,Nestle Std,$616.77,19,D,13
43-6121050,"Water - Mineral, Carbonated",Nestle Std,$145.90,42,B,31
21-4767711,Bagels Poppyseed,Jaromye,$547.46,21,B,30
77-2830114,Turkey - Ground. Lean,Jaromye,$43.27,21,A,25
76-2091169,Appetizer - Seafood Assortment,Waka-waka,$164.75,17,D,5
40-6971841,"Salt - Rock, Course",Jaromye,$790.91,30,A,16
73-4613255,Longan,Jaromye,$405.58,38,C,28
12-8813335,Veal - Leg,Jaromye,$167.05,27,C,18
76-1315173,Truffle Cups - White Paper,,$776.41,45,B,20
74-4596080,Pear - Asian,Waka-waka,$971.71,28,B,40
34-3924425,Eggroll,Jaromye,$51.26,26,A,30
34-7965609,Pail For Lid 1537,Waka-waka,$143.07,27,D,34
45-8660475,Evaporated Milk - Skim,Nestle Std,$630.73,28,C,23
40-8669330,Coffee - Egg Nog Capuccino,Nestle Std,$544.90,7,C,24
65-0331406,Bagelers - Cinn / Brown Sugar,Nestle Std,$827.24,29,D,32
25-7571285,Jicama,Nestle Std,$99.22,25,B,19
32-0556792,Pasta - Angel Hair,Zoory,$875.37,50,A,29
39-7675832,V8 Splash Strawberry Kiwi,Waka-waka,$906.92,19,D,6
14-0119716,"Wine - Red, Pinot Noir, Chateau",Waka-waka,$201.53,48,B,40
18-7058630,"Salt - Rock, Course",Zoory,$765.10,38,D,21
51-2776704,Pepper - Sorrano,Jaromye,$16.22,22,D,25
54-7298894,Cookies - Assorted,Nestle Std,$760.06,16,A,25
99-9711053,Lambcasing,Nestle Std,$304.04,11,D,3
04-4154233,Mushroom - Chanterelle Frozen,Jaromye,$235.02,8,A,43
25-0969325,"Jam - Blackberry, 20 Ml Jar",Zoory,$952.54,27,B,39
64-8464915,Soup V8 Roasted Red Pepper,Nestle Std,$509.30,15,D,37
11-3970299,Fond - Chocolate,Nestle Std,$902.57,16,C,35
69-6109208,"Glass - Wine, Plastic, Clear 5 Oz",Waka-waka,$982.03,48,C,37
77-7140387,Otomegusa Dashi Konbu,,$184.05,20,C,38
40-8343588,Venison - Racks Frenched,Zoory,$715.24,34,D,2
15-5671746,Coffee - Decafenated,Zoory,$229.86,19,A,30
22-1380377,Truffle Cups - White Paper,Waka-waka,$172.61,48,A,31
45-1982493,Chips Potato Swt Chilli Sour,Zoory,$864.95,26,A,2
70-6173145,Sachet,Zoory,$912.67,25,D,21
07-6360322,Wiberg Super Cure,Waka-waka,$28.91,47,C,9
33-1983520,Taro Root,Waka-waka,$76.37,45,A,7
28-7618610,"Brownies - Two Bite, Chocolate",Jaromye,$31.17,38,D,4
05-4758582,Pepper - Scotch Bonnet,Waka-waka,$272.06,35,B,44
25-2029160,Tomatoes - Heirloom,,$465.94,38,D,49
84-7176856,Coffee Caramel Biscotti,Nestle Std,$916.20,26,C,44
12-3724099,Lemonade - Pineapple Passion,,$840.42,37,D,5
56-2623296,"Cheese - Havarti, Salsa",Waka-waka,$494.37,29,D,32
14-4712075,Cheese - St. Paulin,Zoory,$508.91,20,C,25
03-5480813,Wine - Cave Springs Dry Riesling,Jaromye,$685.94,21,B,16
85-6711747,Savory,,$338.58,5,A,39
93-1937711,Soap - Pine Sol Floor Cleaner,Nestle Std,$405.29,3,D,41
39-3564242,Halibut - Fletches,Zoory,$63.56,12,B,45
26-7347310,Cabbage - Nappa,Waka-waka,$354.92,22,D,31
65-1288062,Herb Du Provence - Primerba,Jaromye,$102.08,27,D,0
96-3998805,Lettuce - Escarole,Jaromye,$30.97,24,A,1
52-9162251,Bread - Bistro Sour,Waka-waka,$772.35,28,D,38
91-8499142,"Juice - Grapefruit, 341 Ml",Zoory,$458.09,30,C,16
86-6225591,Chicken - Bones,Waka-waka,$169.99,15,B,39
99-1042941,Bread - Ciabatta Buns,Nestle Std,$446.05,39,A,40
15-4867001,Everfresh Products,Zoory,$727.80,19,D,20
48-7422807,Graham Cracker Mix,Waka-waka,$435.52,21,D,1
43-7842375,Saskatoon Berries - Frozen,Nestle Std,$161.27,8,A,42
79-0901772,"Jam - Raspberry,jar",Nestle Std,$451.63,29,D,50
02-4825076,Cookie Trail Mix,Jaromye,$130.79,28,D,23
04-0315818,Wine - Prem Select Charddonany,Waka-waka,$171.51,35,D,29
05-4243059,Corn - On The Cob,Waka-waka,$925.74,7,A,42
27-9836176,Juice - Propel Sport,Zoory,$261.28,19,B,12
86-5694792,Tea Leaves - Oolong,Zoory,$310.40,40,C,32
18-5661072,Lamb Shoulder Boneless Nz,Waka-waka,$714.26,13,D,6
56-7211163,Dish Towel,Nestle Std,$714.42,18,D,42
87-5870875,Wine La Vielle Ferme Cote Du,Nestle Std,$579.97,23,B,30
23-9477333,Lettuce - Spring Mix,Nestle Std,$692.34,30,C,17
61-7512603,Energy Drink Bawls,Waka-waka,$114.59,27,D,50
21-7608633,Wine - Cotes Du Rhone Parallele,Jaromye,$977.77,8,C,3
24-2350946,Sprouts - Alfalfa,Jaromye,$794.14,48,B,15
61-7764664,Wine - Pinot Noir Latour,Nestle Std,$414.82,7,A,4
78-3812446,Waffle Stix,Nestle Std,$33.72,32,D,45
83-2922708,Salmon - Fillets,Nestle Std,$57.68,42,D,38
06-1455965,Cookie Dough - Chunky,Nestle Std,$711.62,28,B,9
85-6718593,Clam Nectar,Jaromye,$517.15,24,D,12
18-1808439,Glass Clear 8 Oz,Jaromye,$847.36,9,D,41
03-4948167,Icecream Bar - Del Monte,Zoory,$424.93,25,D,21
01-7838143,"Wine - White, Ej Gallo",Zoory,$791.48,6,C,27
25-6060764,Sesame Seed Black,Nestle Std,$28.03,49,C,11
88-8013455,Longos - Lasagna Beef,,$797.17,35,C,5
03-3401354,Mace Ground,Jaromye,$225.06,18,D,10
90-6458843,Lettuce - Belgian Endive,Nestle Std,$518.93,19,D,14
68-4838407,Tuna - Salad Premix,Nestle Std,$92.24,33,C,31
30-6781911,Veal - Loin,Zoory,$510.36,22,A,7
92-9599428,Coffee - Almond Amaretto,Jaromye,$194.69,10,B,8
98-5402203,Coffee - Hazelnut Cream,Waka-waka,$373.60,48,B,40
76-4482131,Jack Daniels,,$249.60,44,D,12
54-5410934,Tia Maria,Waka-waka,$103.00,7,D,9
76-3386089,Pastry - Raisin Muffin - Mini,Waka-waka,$664.35,30,C,36
02-2706613,Potatoes - Mini Red,Waka-waka,$950.52,16,A,1
96-5149064,Cumin - Whole,Nestle Std,$788.61,15,B,11
29-2789234,Roe - Flying Fish,Waka-waka,$373.41,3,B,25
15-5666707,Pork - Caul Fat,Jaromye,$831.09,5,C,34
80-5270844,Rice - Jasmine Sented,Nestle Std,$386.40,41,B,5
05-5619592,"Vermacelli - Sprinkles, Assorted",Zoory,$37.34,50,D,11
76-4878204,Lettuce - Lolla Rosa,Jaromye,$467.74,6,A,11
55-8904598,Pastry - Carrot Muffin - Mini,Nestle Std,$52.43,40,D,27
46-6544554,Coffee - Egg Nog Capuccino,,$762.63,28,D,2
00-9376700,Nougat - Paste / Cream,Waka-waka,$488.21,14,C,35
06-8540766,Bread - Mini Hamburger Bun,,$520.18,6,D,37
26-2518424,Longos - Greek Salad,Nestle Std,$778.77,42,A,14
67-3163734,Cheese - Sheep Milk,Zoory,$279.44,49,D,26
06-1282192,Onions - Cooking,,$109.52,38,A,35
70-8846329,Scallops - Live In Shell,Zoory,$785.88,34,B,9
03-9497058,Chicken Giblets,Waka-waka,$854.02,19,B,2
04-8941409,Yukon Jack,Jaromye,$408.80,33,D,5
00-2653904,Truffle Cups - Brown,Waka-waka,$152.60,6,D,31
64-0750225,Beer - True North Strong Ale,Zoory,$171.91,6,D,20
99-3153738,Lid Tray - 12in Dome,Nestle Std,$621.76,16,C,45
65-5646708,Onions - Green,Nestle Std,$387.58,43,A,26
89-7272278,"Soup - Knorr, Country Bean",Jaromye,$377.93,40,C,27
34-2932019,"Sauce - Black Current, Dry Mix",Jaromye,$211.65,16,A,15
31-3378294,Carbonated Water - Wildberry,Jaromye,$546.75,13,A,47
96-6225769,Paper Towel Touchless,Zoory,$561.07,13,D,29
97-8721224,Longos - Grilled Veg Sandwiches,Zoory,$210.62,38,B,32
79-5225688,Pate - Cognac,Jaromye,$867.62,7,C,3
58-3162891,Sobe - Lizard Fuel,Jaromye,$258.49,2,B,13
83-8323160,Grapes - Green,Waka-waka,$692.65,19,B,23
15-4950041,Coffee Cup 16oz Foam,,$783.55,22,C,20
98-8192385,Tuna - Yellowfin,Nestle Std,$764.14,47,C,42
43-1746862,Garbage Bag - Clear,Jaromye,$105.37,27,B,19
38-4844781,"Cheese - Mozzarella, Buffalo",Zoory,$119.65,45,C,41
10-6048232,Squid - U - 10 Thailand,Zoory,$175.18,40,A,15
99-9247369,Glove - Cutting,Waka-waka,$345.00,32,C,39
07-4813281,Tofu - Soft,Waka-waka,$468.88,13,B,29
18-5250120,Tea - Herbal - 6 Asst,Nestle Std,$782.96,5,A,30
83-3528649,Sherry - Dry,Zoory,$697.97,48,D,5
38-7814511,Beef - Short Ribs,Zoory,$226.21,35,C,10
39-5017134,Chinese Foods - Chicken,Nestle Std,$199.16,3,D,24
04-4187948,Potatoes - Yukon Gold 5 Oz,Nestle Std,$458.75,12,D,40
84-4677787,Mortadella,Waka-waka,$755.72,42,A,12
39-7351614,"Orange - Canned, Mandarin",,$621.39,6,D,23
79-4570278,Dip - Tapenade,Jaromye,$356.79,16,D,0
17-3730586,Pork - Ground,Jaromye,$455.80,22,A,33
08-6066237,"Tart Shells - Sweet, 3",Jaromye,$704.32,35,C,2
65-9411521,Cake - Cake Sheet Macaroon,Nestle Std,$690.36,13,C,31
62-1258533,White Baguette,Waka-waka,$396.06,40,C,50
15-6642597,"Quail - Eggs, Fresh",Nestle Std,$28.19,8,A,22
95-6214514,"Turnip - White, Organic",Waka-waka,$923.37,39,D,32
85-4929601,Tumeric,Jaromye,$501.08,48,D,20
68-6788643,Beef - Flank Steak,Zoory,$116.64,18,C,13
29-1992533,Dish Towel,Waka-waka,$951.18,25,A,7
39-2196648,Wine - Valpolicella Masi,Nestle Std,$653.60,8,A,42
91-7856340,Sprite - 355 Ml,Nestle Std,$603.40,1,B,6
74-3536871,Cheese - St. Paulin,Nestle Std,$378.62,21,C,35
36-2660763,Bread - Multigrain,Jaromye,$40.50,45,D,42
30-4876465,Longos - Lasagna Veg,Jaromye,$610.40,37,D,38
10-3070202,"Capon - Breast, Double, Wing On",Zoory,$36.97,25,C,12
88-2786031,Ocean Spray - Ruby Red,Waka-waka,$426.06,13,D,48
80-5540748,V8 Pet,Jaromye,$610.23,36,A,14
47-8052562,Beer - Steamwhistle,Jaromye,$640.91,29,B,48
92-9845041,"Beef - Outside, Round",Waka-waka,$285.77,1,D,3
06-7399757,Juice - Ocean Spray Cranberry,Nestle Std,$370.33,24,D,27
03-5372771,Wine - Acient Coast Caberne,Waka-waka,$295.80,44,A,27
96-1803026,Sproutsmustard Cress,Jaromye,$382.60,15,D,37
39-3853205,Crab Brie In Phyllo,Waka-waka,$891.36,30,A,28
79-5679695,"Artichoke - Hearts, Canned",Jaromye,$127.04,12,A,36
70-1110645,Salt - Seasoned,Zoory,$306.89,38,C,28
07-6362083,Cheese - Perron Cheddar,Zoory,$894.35,8,B,50
46-3034818,Rice - Sushi,Nestle Std,$841.70,7,C,23
34-6466736,Myers Planters Punch,,$306.21,34,D,2
02-3284389,Kumquat,Jaromye,$772.67,44,B,20
19-4965300,"Bread - Pumpernickle, Rounds",Jaromye,$968.33,46,C,21
32-8011539,Longos - Assorted Sandwich,Waka-waka,$545.81,26,B,19
60-4287541,Steel Wool,,$688.86,17,A,0
25-4249992,"Bread - Bagels, Mini",Zoory,$13.24,13,C,7
79-1536411,Scallop - St. Jaques,Jaromye,$802.77,27,C,8
83-9556612,Dill Weed - Fresh,Waka-waka,$249.07,16,B,4
96-3967283,Tea Leaves - Oolong,Zoory,$948.08,15,D,6
55-4972173,Food Colouring - Blue,Nestle Std,$507.87,43,A,17
28-0883899,Coffee Caramel Biscotti,Waka-waka,$601.47,6,D,6
64-5018541,Tomatoes Tear Drop Yellow,Nestle Std,$821.39,14,A,6
40-3876515,Mudslide,Nestle Std,$970.37,9,D,30
78-5866225,Appetiser - Bought,Nestle Std,$20.10,33,C,37
85-5365655,Flour - Whole Wheat,Zoory,$542.40,33,B,16
53-6504300,Filo Dough,Waka-waka,$767.19,6,C,29
63-3954345,Maple Syrup,Nestle Std,$261.79,4,A,33
43-1718489,"Roe - Lump Fish, Red",Waka-waka,$141.87,39,C,26
53-6810831,Chinese Foods - Chicken,Waka-waka,$346.10,39,C,16
26-7310054,"Soup - Beef Conomme, Dry",Zoory,$765.96,27,C,22
77-5736314,Vaccum Bag 10x13,Nestle Std,$445.51,2,C,23
68-1180589,"Soup - Beef, Base Mix",Jaromye,$885.56,49,C,40
75-7745139,"Bread - Pullman, Sliced",Waka-waka,$634.40,21,C,38
39-5728608,Kellogs Special K Cereal,Zoory,$241.69,22,A,49
12-8722817,Ginger - Pickled,Nestle Std,$768.30,36,A,10
32-3598776,Vol Au Vents,Jaromye,$787.50,34,C,44
39-0749136,Cheese - Goat With Herbs,Zoory,$266.80,41,B,33
29-2855014,Broccoli - Fresh,Zoory,$482.29,13,A,24
70-1532376,Cheese - Brie Roitelet,Jaromye,$652.86,7,A,24
38-2401259,Cheese - Cream Cheese,Jaromye,$790.40,21,C,29
50-8374931,Pork - Kidney,Waka-waka,$323.11,8,A,10
90-0943931,Sauce - Marinara,Nestle Std,$720.83,34,B,37
31-3889980,Wine - Rioja Campo Viejo,Jaromye,$417.94,19,C,31
27-4819469,Spice - Chili Powder Mexican,Zoory,$833.61,8,C,9
27-0680878,"Pork - Bacon, Sliced",Zoory,$289.41,13,A,5
07-2506251,Ice Cream - Life Savers,Nestle Std,$324.09,33,A,28
53-1243477,Muskox - French Rack,,$339.48,5,A,26
44-6764201,Bagel - 12 Grain Preslice,Waka-waka,$529.62,5,A,3
43-0323244,Noodles - Steamed Chow Mein,Waka-waka,$486.95,5,D,49
66-4135781,"Wine - Magnotta, White",Nestle Std,$313.44,34,A,27
50-4274960,Salad Dressing,Zoory,$913.40,5,C,48
68-9877026,"Juice - Clamato, 341 Ml",Zoory,$647.86,38,D,4
99-9733562,Salmon - Sockeye Raw,Nestle Std,$494.80,11,C,44
49-0729263,Bread - Raisin Walnut Oval,,$914.04,46,D,23
35-6255993,Mushroom - King Eryingii,Zoory,$964.30,21,A,18
87-5651959,Wine - Vovray Sec Domaine Huet,Zoory,$345.62,10,B,11
96-9870948,Wine - Chardonnay Mondavi,Nestle Std,$481.62,48,D,22
23-7245571,French Pastries,Waka-waka,$69.87,28,C,46
26-2983924,Vinegar - Sherry,Nestle Std,$55.03,42,C,24
68-9288408,Sauce - Roasted Red Pepper,Jaromye,$867.45,15,C,37
27-8442340,Bols Melon Liqueur,Nestle Std,$318.11,44,D,9
89-7547605,Cheese - La Sauvagine,Waka-waka,$48.88,30,B,32
11-8369529,Thyme - Dried,Zoory,$282.44,15,D,23
92-3301247,Tandoori Curry Paste,Zoory,$924.36,26,C,0
49-8667432,Sage - Ground,Waka-waka,$761.27,12,A,48
63-2129277,Cleaner - Comet,Nestle Std,$324.24,4,B,19
76-2825091,Wine - Winzer Krems Gruner,Waka-waka,$575.93,2,C,12
12-1725050,Beer - Creemore,Waka-waka,$128.25,1,B,31
40-5715416,Wine - Pinot Grigio Collavini,Nestle Std,$277.92,12,A,9
26-1236846,Buffalo - Short Rib Fresh,Jaromye,$167.13,30,D,28
40-4489507,Bread Base - Goodhearth,Zoory,$863.04,45,B,35
25-8632815,Wine - Niagara Peninsula Vqa,,$623.72,15,B,14
76-7801154,Artichokes - Jerusalem,Zoory,$455.41,32,A,47
12-7014926,Bacardi Mojito,Zoory,$432.52,24,B,46
14-8391567,Curry Paste - Madras,Waka-waka,$633.23,27,B,29
07-3520240,Bread - Flat Bread,Jaromye,$532.48,10,A,0
46-2226844,Slt - Individual Portions,Nestle Std,$917.00,36,A,39
21-1735012,Nantucket Orange Juice,Nestle Std,$964.84,16,D,22
78-4579451,"Cheese - Manchego, Spanish",Jaromye,$386.23,32,C,8
22-6772696,"Pasta - Detalini, White, Fresh",,$102.60,2,B,42
86-7085106,Cabbage - Green,,$377.47,34,D,10
60-3930097,Chinese Lemon Pork,Waka-waka,$273.45,7,C,42
02-9158730,Bandage - Flexible Neon,Nestle Std,$557.62,7,A,30
50-4500179,Cheese - Ricotta,Nestle Std,$182.39,46,A,43
79-8724255,Kolrabi,Waka-waka,$835.68,35,C,9
52-0335042,Syrup - Monin - Passion Fruit,Waka-waka,$41.40,29,B,24
33-2161779,Sobe - Green Tea,Nestle Std,$152.37,36,C,33
00-9948770,"Lamb - Pieces, Diced",Jaromye,$48.72,1,D,29
01-9943564,Capon - Whole,Nestle Std,$617.82,19,B,27
34-5935138,Potatoes - Idaho 100 Count,Waka-waka,$928.36,5,B,37
44-4180433,Seaweed Green Sheets,Zoory,$90.64,41,D,43
49-0016189,Pepper - Cayenne,Waka-waka,$115.68,38,B,44
25-1190842,Ice Cream - Chocolate,Zoory,$632.17,39,C,19
87-7176014,Pop - Club Soda Can,Waka-waka,$286.94,44,C,29
89-3739323,"Water - Mineral, Natural",Jaromye,$570.55,18,C,27
26-4115819,"Soup - Campbells, Lentil",Jaromye,$228.96,36,C,22
84-9317766,Plastic Wrap,Waka-waka,$170.20,46,A,46
92-5712819,Cup - 4oz Translucent,Jaromye,$917.86,48,C,0
41-1271556,Creme De Banane - Marie,,$701.54,22,B,27
57-0416802,Flour Dark Rye,Waka-waka,$455.78,16,B,17
19-0360352,"Pepper - Paprika, Spanish",Nestle Std,$660.38,39,D,49
54-9331439,Soup - Base Broth Chix,Waka-waka,$632.46,29,D,39
28-3492937,Lamb Rack - Ontario,Zoory,$92.61,7,C,19
94-2188572,Wild Boar - Tenderloin,Zoory,$10.49,28,B,18
88-0675065,Grenadillo,Waka-waka,$159.56,17,B,43
94-4587630,Potatoes - Yukon Gold 5 Oz,Nestle Std,$582.02,3,A,5
83-0161984,Bread - Wheat Baguette,Jaromye,$459.01,13,B,25
21-4858545,Goldschalger,Waka-waka,$275.83,11,B,14
03-0266815,Hold Up Tool Storage Rack,Waka-waka,$655.93,10,C,38
01-2073859,"Soup - Campbells, Classic Chix",Nestle Std,$232.48,17,C,13
91-8164593,Chervil - Fresh,Nestle Std,$258.13,33,C,33
26-8412246,Flour - Rye,Jaromye,$968.30,17,B,18
79-5112217,Jolt Cola - Red Eye,Waka-waka,$977.94,12,D,31
03-2148637,Lettuce - Green Leaf,Zoory,$411.65,5,C,35
61-1131586,"Artichoke - Hearts, Canned",Zoory,$244.65,22,C,42
37-1479583,"Tart Shells - Savory, 4",Jaromye,$94.25,49,C,18
35-2220827,Lettuce - Iceberg,Waka-waka,$404.20,1,C,3
33-7402328,Bread Crumbs - Panko,Waka-waka,$300.46,32,C,47
74-6887457,"Butter - Salted, Micro",Zoory,$655.92,18,A,48
60-7846263,Liqueur - Melon,,$633.39,41,B,46
24-1482387,Hand Towel,Waka-waka,$325.54,22,B,2
19-2086483,"Pasta - Cappellini, Dry",Nestle Std,$874.40,34,B,9
18-5952427,Tea - Mint,,$223.34,20,C,3
06-8711845,Canada Dry,Jaromye,$324.35,24,C,46
86-9157357,Ocean Spray - Kiwi Strawberry,Jaromye,$94.73,40,A,34
91-6416816,Food Colouring - Pink,Jaromye,$722.01,2,B,2
31-4740430,Carroway Seed,Zoory,$193.67,10,A,45
21-3433866,Crab - Meat,Zoory,$788.64,36,B,12
32-2401435,Gherkin,Waka-waka,$803.44,41,D,43
25-9789943,Urban Zen Drinks,Zoory,$119.17,19,C,4
88-0167621,"Water - Spring Water, 355 Ml",,$287.89,44,B,27
07-4777347,Pork - Hock And Feet Attached,Waka-waka,$840.30,14,C,45
93-3488723,"Pork - Loin, Boneless",,$819.93,16,A,3
16-5836617,Magnotta - Bel Paese White,Jaromye,$624.64,37,C,24
75-6679561,"Croissant, Raw - Mini",,$16.96,40,C,30
88-8546045,Chocolate - Dark Callets,,$561.63,10,D,6
88-5051882,Lid - 0090 Clear,Nestle Std,$162.45,43,A,43
79-6376847,Pastry - Key Limepoppy Seed Tea,Zoory,$816.48,21,D,9
35-2957839,Wine - Blue Nun Qualitatswein,Waka-waka,$225.31,24,D,25
74-3664263,"Mustard - Dry, Powder",Waka-waka,$122.84,25,A,39
23-7199015,"Pepsi, 355 Ml",,$777.20,28,A,33
22-5584682,Amarula Cream,Waka-waka,$179.62,43,B,34
96-2480923,"Tortillas - Flour, 10",Jaromye,$568.02,36,B,46
46-7254158,Rice - Wild,Jaromye,$317.32,39,B,26
66-4439135,Squash - Pepper,,$210.76,23,C,49
08-9062834,Shrimp - Black Tiger 6 - 8,Waka-waka,$309.54,25,B,14
84-2316339,"Veal - Brisket, Provimi, Bone - In",Jaromye,$865.72,39,D,13
28-3769329,Wine La Vielle Ferme Cote Du,Waka-waka,$649.15,24,B,40
31-8149743,Cornstarch,,$74.03,20,A,17
37-0710082,Sprouts Dikon,Jaromye,$87.96,40,A,46
08-4026670,Coffee - Decaffeinato Coffee,Zoory,$758.42,26,A,23
45-7151001,Beef - Sushi Flat Iron Steak,Zoory,$448.72,45,A,22
13-0837310,Nantucket Orange Juice,Nestle Std,$198.39,19,C,7
43-9641838,Tea - Herbal I Love Lemon,Waka-waka,$475.38,50,D,6
14-7470485,Turkey Leg With Drum And Thigh,Nestle Std,$581.51,47,D,1
09-0578825,Longos - Penne With Pesto,Jaromye,$570.26,24,C,32
73-1199834,"Pepper - Chillies, Crushed",Nestle Std,$986.81,36,C,5
38-8668287,Tea - Orange Pekoe,Jaromye,$315.39,44,A,12
14-6709756,Sponge Cake Mix - Chocolate,Zoory,$662.75,4,D,11
42-9412960,Kellogs Raisan Bran Bars,Jaromye,$257.07,16,A,34
33-0470537,"Chocolate - Milk, Callets",Jaromye,$141.48,1,B,12
05-1481634,Yeast Dry - Fleischman,Jaromye,$884.90,24,C,26
32-6377185,Lemon Balm - Fresh,Jaromye,$234.44,41,A,10
89-7935930,Rice - Aborio,Nestle Std,$231.32,30,B,37
04-2046221,"Marjoram - Dried, Rubbed",Zoory,$645.48,10,B,41
96-3321511,"Jam - Blackberry, 20 Ml Jar",Waka-waka,$93.00,29,C,31
31-0336686,"Chocolate - Pistoles, White",Jaromye,$474.71,1,D,50
63-7557096,"Wine - White, French Cross",Jaromye,$605.67,45,B,16
50-2126282,Beef - Ground Lean Fresh,Nestle Std,$216.19,38,A,18
13-2348086,Muffin - Mix - Bran And Maple 15l,Nestle Std,$911.58,26,A,26
69-5120010,Chicken - Whole Fryers,Zoory,$609.62,47,A,35
68-9775326,Frangelico,,$712.67,33,D,16
84-7295560,Bread - Raisin Walnut Pull,Zoory,$427.31,13,A,2
29-0592147,Cup - Paper 10oz 92959,Jaromye,$24.83,24,C,13
22-0324345,Sausage - Blood Pudding,,$50.14,19,C,19
30-1283836,"Bread - White, Sliced",,$149.35,16,D,35
33-6744529,"Chicken - Base, Ultimate",Waka-waka,$194.72,44,B,38
55-0479070,Mace,Nestle Std,$435.08,41,B,11
07-0661142,Cheese - Mix,Nestle Std,$327.37,26,B,40
18-1091036,Pectin,Jaromye,$139.56,20,C,8
98-3335755,"Beans - Navy, Dry",Waka-waka,$158.65,44,A,8
62-5383186,Coffee Caramel Biscotti,Zoory,$774.79,10,A,20
09-8090797,Irish Cream - Baileys,Waka-waka,$928.93,50,C,11
91-2817110,Plums - Red,Waka-waka,$628.36,5,B,24
59-7287813,Capers - Ox Eye Daisy,Nestle Std,$31.71,40,C,2
00-8107288,Yams,,$598.99,27,B,13
20-7079264,Pasta - Cheese / Spinach Bauletti,Waka-waka,$464.78,18,B,27
76-5504969,Pork Casing,,$216.72,3,C,36
82-0866436,Steam Pan - Half Size Deep,Jaromye,$717.06,20,A,45
30-2123077,Onions - Cooking,Nestle Std,$83.93,37,B,9
86-9783381,Veal - Liver,Waka-waka,$740.42,6,C,38
18-5665829,Garlic Powder,Nestle Std,$834.48,18,A,26
12-1187146,Beer - Upper Canada Lager,Waka-waka,$371.40,30,B,32
53-4167772,Bread Sour Rolls,Jaromye,$370.89,1,A,39
64-0186427,Waffle Stix,,$765.28,2,B,19
32-3868252,Beef Striploin Aaa,Jaromye,$30.76,10,B,19
92-4141776,Scallops - Live In Shell,,$306.62,22,B,35
06-2945084,Ecolab - Solid Fusion,Nestle Std,$762.69,36,D,30
68-7449856,"Chocolate - Pistoles, White",Waka-waka,$996.96,45,C,3
38-0656551,Capicola - Hot,,$120.04,26,C,38
66-2970120,Mayonnaise - Individual Pkg,Waka-waka,$520.90,28,B,46
13-8371691,Pickerel - Fillets,Waka-waka,$579.53,9,B,11
27-0236960,Tea - Lemon Scented,Zoory,$547.98,16,A,13
12-8937584,Lettuce - Frisee,Waka-waka,$751.54,22,B,45
88-3858545,Oysters - Smoked,Jaromye,$809.03,27,B,36
