ID,Name,Category,Count,Price,Store
95-2174504,Flour - Fast / Rapid,,58,$70.87,Southern
75-1120567,"Bread - Roll, Canadian Dinner",C,7,$91.87,Eastern
86-1746084,Curry Paste - Madras,B,58,$89.11,Southern
50-6612637,"Beets - Candy Cane, Organic",A,42,$24.26,Northern
08-9262200,Wine - Beaujolais Villages,C,15,$92.52,Southern
62-7311235,Radish - Pickled,A,55,$76.09,Western
27-4484079,Sprouts Dikon,C,46,$48.34,
33-9142155,Flour Dark Rye,B,37,$84.92,Western
06-9726865,"Nut - Pine Nuts, Whole",A,20,$32.59,
34-6236887,Cod - Fillets,,12,$31.86,Southern
99-5134799,Carbonated Water - Strawberry,C,27,$96.93,Southern
78-4780348,"Pork - Loin, Center Cut",C,74,$75.67,Southern
80-7337844,"Sugar - Brown, Individual",,3,$45.21,Northern
59-7277360,Dates,D,8,$34.24,Eastern
38-9096172,"Nut - Chestnuts, Whole",,73,$34.98,Southern
81-7228758,Bowl 12 Oz - Showcase 92012,,78,$32.70,Western
72-9560801,Bread - Wheat Baguette,C,88,$16.86,Southern
67-0477512,Sea Bass - Fillets,,6,$29.67,
37-8983242,"Crab - Claws, Snow 16 - 24",A,25,$67.70,Eastern
99-9429273,Pear - Halves,D,80,$65.36,Southern
81-9662419,Papayas,D,74,$23.11,Eastern
01-5773061,"Wine - Magnotta - Red, Baco",B,58,$22.47,Eastern
47-2076777,"Sole - Dover, Whole, Fresh",A,46,$54.07,Northern
50-3201836,Parsnip,,3,$84.14,Southern
91-2436790,Grenadillo,A,53,$72.20,Southern
33-7735048,Lamb - Rack,A,68,$49.45,
76-3845329,Vegetable - Base,B,25,$56.63,Northern
01-1833786,"Radish - Black, Winter, Organic",C,96,$65.84,Eastern
55-9708607,Pears - Fiorelle,C,56,$6.57,Western
72-7300439,Grapefruit - Pink,,21,$73.66,Eastern
60-7005177,Five Alive Citrus,A,20,$53.83,Western
27-6516824,Beer - True North Lager,A,11,$16.87,Northern
56-2977102,Ketchup - Tomato,D,38,$14.51,
98-8485751,Pastry - Carrot Muffin - Mini,C,99,$73.19,
15-9988848,Potatoes - Mini Red,,77,$35.44,Southern
17-6859282,Crab Meat Claw Pasteurise,B,1,$45.64,Western
67-6072991,Sea Urchin,,93,$51.97,
64-9688559,Soup Campbells - Italian Wedding,C,54,$45.53,Eastern
49-1681188,"Tart Shells - Savory, 3",A,13,$80.97,Eastern
91-2164042,Squash - Acorn,C,89,$24.67,Eastern
80-0674116,Coffee Cup 16oz Foam,D,84,$50.09,
76-3187336,Dooleys Toffee,,98,$48.24,Northern
88-7087609,"Olives - Black, Pitted",A,2,$93.10,Northern
66-8286537,Molasses - Fancy,B,62,$27.80,Western
65-6979755,Snapple - Mango Maddness,D,74,$6.25,Northern
09-4269226,Muffin - Zero Transfat,A,1,$91.65,Eastern
59-7435348,Cheese - Goat With Herbs,C,52,$84.36,Southern
33-3702150,Shark - Loin,A,1,$13.98,Eastern
87-3829200,Crackers - Melba Toast,C,63,$39.14,Northern
56-7422147,Mace Ground,D,67,$60.78,Western
08-8268647,Wine - Lou Black Shiraz,,66,$92.84,Eastern
12-7653543,Sage Ground Wiberg,D,26,$61.89,Western
51-3249412,Danishes - Mini Raspberry,C,32,$92.33,
94-8786100,Wine - Champagne Brut Veuve,B,92,$20.57,
02-3638174,Basil - Seedlings Cookstown,D,47,$81.65,Western
60-7928784,Lemon Pepper,,71,$92.92,
02-2502617,Chocolate - White,B,45,$31.71,Eastern
72-1004685,Jam - Apricot,B,8,$82.26,Southern
22-7729287,Tea - Herbal - 6 Asst,,16,$54.51,Eastern
46-9205913,Glass Clear 8 Oz,,78,$99.43,
11-7007066,Napkin White,D,24,$5.30,Eastern
15-3244761,Pizza Pizza Dough,,65,$25.06,Southern
40-6526984,Bread - Sour Batard,,80,$24.06,Southern
47-4873774,Sardines,A,69,$14.61,Southern
86-2070727,Fib N9 - Prague Powder,C,87,$72.50,Eastern
14-4909911,"Mushroom - Enoki, Dry",A,74,$25.41,Southern
68-2673415,Beer - Upper Canada Lager,D,40,$79.88,Northern
61-4076812,Soup - Campbellschix Stew,D,62,$6.22,Northern
55-3840906,Brandy Cherry - Mcguinness,D,63,$83.20,Northern
15-9859418,Bread - Wheat Baguette,A,23,$44.59,Northern
53-8632791,Beef - Diced,A,25,$41.32,Northern
01-4110630,Iced Tea Concentrate,A,55,$93.89,
05-8553239,Raspberries - Frozen,C,85,$56.72,Southern
91-9543275,Truffle - Whole Black Peeled,,51,$11.67,
88-5496091,Veal - Kidney,C,52,$92.69,Southern
57-3212626,Ecolab - Hobart Washarm End Cap,C,17,$21.92,Southern
91-0657373,Chickensplit Half,,14,$22.17,Eastern
33-7963101,Bread - Wheat Baguette,B,44,$23.53,Western
86-5053459,Allspice - Jamaican,C,68,$28.37,Northern
74-6677882,Kahlua,B,30,$31.68,
27-2861987,Cheese - Ermite Bleu,B,78,$47.36,Northern
53-6337300,Sauce - Hollandaise,B,46,$48.21,Northern
86-1484392,"Juice - Clam, 46 Oz",D,20,$66.93,Eastern
38-1253834,Crab - Meat,B,87,$46.25,
13-8021997,Spinach - Packaged,,83,$86.36,Northern
85-8877333,Smoked Tongue,,78,$64.47,
08-0271332,Huck Towels White,D,38,$17.59,Southern
79-0315411,Soup Campbells - Tomato Bisque,A,57,$41.64,Eastern
56-0845374,Couscous,C,37,$72.68,Western
30-4875433,Momiji Oroshi Chili Sauce,C,14,$56.65,Eastern
97-6017489,"Clams - Littleneck, Whole",,81,$37.65,Southern
84-0472874,"Brocolinni - Gaylan, Chinese",C,54,$87.17,
93-0434977,Scampi Tail,,64,$81.15,Eastern
73-8506448,Truffle Cups - White Paper,A,83,$58.66,Western
08-8373563,Sloe Gin - Mcguinness,D,69,$34.15,
58-2413638,Urban Zen Drinks,B,92,$31.09,
33-1984534,Tea - Green,C,43,$8.74,Western
03-7607040,Dry Ice,,47,$63.30,Northern
03-0656254,Peach - Halves,D,59,$44.84,Eastern
23-3822149,Wine La Vielle Ferme Cote Du,A,35,$46.60,
46-4104888,Napkin White - Starched,B,50,$86.05,Eastern
81-3073267,Appetizer - Mushroom Tart,A,69,$48.27,Eastern
38-4036829,Swiss Chard - Red,B,80,$32.65,Southern
49-7546381,Icecream - Dstk Strw Chseck,D,90,$48.51,
28-9492081,Lettuce Romaine Chopped,C,56,$43.44,Eastern
38-2345233,"Coke - Classic, 355 Ml",D,27,$33.51,Western
98-6460907,Eggwhite Frozen,B,61,$53.33,Northern
75-2334812,Cream - 10%,,46,$53.40,
25-0738372,Rice - 7 Grain Blend,,2,$74.47,Western
51-5819569,"Tortillas - Flour, 10",C,88,$49.33,Southern
03-1587490,Beef - Top Butt Aaa,B,49,$89.99,Southern
25-4834127,Danishes - Mini Cheese,D,25,$13.58,Western
20-0484175,Bread - Italian Sesame Poly,A,10,$37.31,Northern
07-0442750,Pork - Smoked Kassler,D,76,$50.07,Southern
61-3766335,Lamb - Shanks,,86,$79.11,Eastern
65-1944132,Garbage Bags - Black,B,84,$18.25,Northern
68-4426358,"Oranges - Navel, 72",B,35,$76.42,Southern
29-2934774,Pork - Backs - Boneless,A,92,$21.74,Southern
19-8987959,Venison - Liver,C,38,$13.60,Eastern
32-5348585,Butter - Unsalted,B,32,$41.37,Southern
23-5775401,Muffins - Assorted,B,52,$8.58,Eastern
40-2648358,Papadam,D,75,$22.54,Western
97-5293945,Pepper - Red Thai,D,85,$23.22,Northern
22-8089377,Thermometer Digital,A,30,$30.58,Eastern
14-1532013,"Vermacelli - Sprinkles, Assorted",B,16,$85.38,Western
64-9944079,"Veal - Inside Round / Top, Lean",,46,$75.34,Southern
13-4939945,Sauce - Balsamic Viniagrette,B,88,$70.25,Western
50-0105545,Chocolate Eclairs,C,97,$83.70,Northern
53-7947910,Fenngreek Seed,C,91,$58.76,Eastern
69-1098912,"Onions - Dried, Chopped",C,83,$39.23,Western
17-8169304,Soup Campbells Split Pea And Ham,B,25,$76.85,Western
68-8587837,Appetizer - Asian Shrimp Roll,A,15,$29.83,Eastern
45-7223805,Cotton Wet Mop 16 Oz,A,46,$90.44,Southern
34-0178744,Wine - Puligny Montrachet A.,A,31,$71.46,
86-5078610,Olives - Nicoise,,34,$65.29,
44-7680416,Fennel,A,34,$39.86,Eastern
14-7709407,Five Alive Citrus,B,7,$81.18,Northern
71-1122400,Cabbage - Savoy,A,58,$18.11,Eastern
08-8665683,Food Colouring - Red,C,48,$61.32,Western
29-6512902,Beef - Top Sirloin,A,100,$71.20,Eastern
66-0840815,Parsley Italian - Fresh,D,1,$78.13,
62-3625233,Soup Campbells Mexicali Tortilla,,81,$40.05,Eastern
61-1312121,Lettuce - Arugula,,98,$71.12,Western
15-6653111,"Soup - Campbells, Lentil",D,59,$86.59,Eastern
21-0203493,Bag Clear 10 Lb,,81,$56.90,
39-2335952,Milkettes - 2%,,32,$62.96,
79-9997393,"Olives - Green, Pitted",C,86,$15.44,Eastern
96-1548753,Muffin Batt - Choc Chk,A,30,$80.51,Western
83-5313744,Beef - Bresaola,D,2,$56.24,Southern
38-6956955,Cheese - Goat With Herbs,C,3,$52.36,
98-9764602,Sugar - Individual Portions,C,57,$66.98,Northern
09-2478627,Bagel - Whole White Sesame,,32,$31.16,Western
87-9387060,Oysters - Smoked,B,41,$15.52,
76-0194050,Buffalo - Short Rib Fresh,B,76,$46.06,Western
87-1935286,"Lettuce - Romaine, Heart",D,66,$85.26,Eastern
07-1520305,Thyme - Fresh,B,89,$22.15,Western
40-4732694,Bagelers - Cinn / Brown,D,83,$22.91,Northern
21-4980564,Nantucket - 518ml,C,61,$22.12,Western
91-5154567,"Artichoke - Bottom, Canned",C,71,$15.22,Southern
24-9001854,Wine - Zinfandel California 2002,D,60,$82.66,
41-4240115,"Pasta - Penne, Lisce, Dry",B,44,$82.10,Eastern
80-9002224,Sauce - Thousand Island,B,55,$20.60,Northern
73-9075146,Cactus Pads,B,35,$77.41,
69-5191217,Oregano - Fresh,A,39,$94.78,Southern
64-8940822,Veal - Osso Bucco,B,52,$37.07,Western
62-1652886,"Crush - Orange, 355ml",B,31,$58.54,Southern
16-7237128,Dasheen,A,95,$38.87,Northern
06-6862244,Puree - Pear,,83,$60.39,Eastern
56-2636632,Mince Meat - Filling,A,50,$96.90,Northern
90-4801055,Salt - Sea,B,88,$84.24,Eastern
86-8411117,Pumpkin - Seed,B,74,$74.38,Northern
92-2409571,Sambuca Cream,B,86,$62.14,Northern
14-8574421,Vinegar - Tarragon,D,7,$62.79,
49-6644967,Zucchini - Green,,61,$6.09,
36-8849508,Crackers - Melba Toast,,29,$7.58,Northern
86-9107906,Ham - Virginia,B,50,$15.62,Northern
27-8270443,Sobe - Tropical Energy,C,25,$31.19,Northern
44-2563411,"Beans - Kidney, Red Dry",B,89,$38.12,Southern
81-9835900,Tomato Paste,C,87,$65.76,Western
44-7633007,Salt - Celery,D,75,$82.45,Eastern
53-1057981,"Shrimp - 21/25, Peel And Deviened",B,24,$54.11,Southern
69-2076645,Cheese - Taleggio D.o.p.,,8,$52.35,Eastern
41-4018079,Oyster - In Shell,A,34,$32.69,Southern
23-8747585,Hagen Daza - Dk Choocolate,A,8,$60.71,Northern
42-6494699,Garbage Bags - Black,C,22,$59.87,Southern
67-0066486,Veal - Striploin,C,63,$35.98,Southern
39-0586315,"Lamb - Whole, Frozen",B,82,$48.61,Northern
35-7512071,Bread - Rosemary Focaccia,D,18,$84.12,Western
07-4065037,"Salmon - Atlantic, No Skin",A,34,$45.61,Southern
00-2003440,Vinegar - White,D,91,$89.82,
21-3994755,Tea - Earl Grey,,70,$36.21,Northern
92-8254739,Pepper - Orange,C,46,$68.53,Southern
99-6758127,Energy Drink - Franks Pineapple,D,58,$63.47,Eastern
03-1574743,Chips - Potato Jalapeno,A,23,$18.16,Northern
88-2397965,"Halibut - Whole, Fresh",,76,$76.33,Southern
78-1500232,"Nut - Pine Nuts, Whole",D,94,$97.80,Eastern
46-7561315,Extract - Lemon,A,48,$78.65,Northern
67-6300248,"Brandy - Orange, Mc Guiness",B,70,$49.29,
80-4983114,Muffin Batt - Ban Dream Zero,B,39,$68.08,
98-7876455,Bagel - Whole White Sesame,B,53,$35.67,
94-4211625,Chinese Foods - Chicken,,72,$9.94,Western
99-9559152,Hot Chocolate - Individual,,76,$97.08,Northern
57-9183586,Coffee Swiss Choc Almond,,70,$96.45,Southern
52-6067637,Shortbread - Cookie Crumbs,C,19,$91.68,Eastern
97-4625336,Container Clear 8 Oz,D,20,$19.18,Western
05-7153546,"Vodka - Hot, Lnferno",D,95,$86.96,Eastern
06-4353721,Pastry - Key Limepoppy Seed Tea,B,54,$40.14,Western
71-1715730,Island Oasis - Banana Daiquiri,B,27,$69.89,
24-7261544,Lamb - Loin Chops,B,54,$23.47,
22-4931868,Onions - Vidalia,,5,$85.34,Eastern
02-1254745,Ice Cream Bar - Oreo Cone,,28,$70.48,Southern
37-0798063,Tomatoes - Heirloom,D,33,$47.24,Eastern
97-2560423,"Pesto - Primerba, Paste",C,35,$71.31,Northern
10-6336079,"Pork - Bacon,back Peameal",B,2,$40.66,Southern
43-4107343,Tart - Pecan Butter Squares,A,53,$30.38,Western
22-9490285,Halibut - Fletches,D,47,$54.53,Eastern
85-3737745,Melon - Honey Dew,,74,$41.56,Northern
42-5627347,Water - San Pellegrino,D,84,$15.02,
54-1640803,Wine - Chablis 2003 Champs,B,66,$5.52,Southern
22-4012900,Orange Roughy 4/6 Oz,,85,$62.78,Eastern
50-8344859,Chips - Assorted,,67,$16.57,Western
67-8065801,"Jam - Strawberry, 20 Ml Jar",C,40,$72.00,Western
62-4830270,Trout - Smoked,,100,$91.55,Southern
45-9766476,"Yogurt - Strawberry, 175 Gr",,84,$97.12,Northern
12-8139522,Cilantro / Coriander - Fresh,D,98,$80.99,Eastern
50-0664014,Bread - Mini Hamburger Bun,B,52,$96.24,Northern
56-3447005,Jam - Raspberry,B,56,$56.82,Southern
34-6273759,Wine - Niagara Peninsula Vqa,B,51,$90.86,Eastern
40-6857131,Crab Brie In Phyllo,,17,$32.97,
13-1125502,Bread - Triangle White,,62,$63.64,Southern
76-3054589,Russian Prince,B,68,$14.49,Southern
63-4429752,Chocolate - Compound Coating,A,47,$29.43,Western
06-7775207,Fennel - Seeds,,14,$17.40,Southern
03-5727884,Pork - Kidney,B,96,$30.84,Southern
40-7053497,"Nut - Pecan, Pieces",A,17,$98.96,Northern
38-3446013,Rice - Long Grain,A,77,$30.14,Western
19-3050314,Apple - Fuji,B,77,$17.99,Southern
66-5288379,Worcestershire Sauce,D,7,$85.78,Eastern
22-2831080,Milk - Buttermilk,B,73,$40.52,Southern
42-2776806,Rice - Long Grain,C,16,$64.31,Eastern
21-9583517,Wine - Crozes Hermitage E.,B,29,$79.17,
08-1210846,English Muffin,C,59,$7.14,Northern
51-9180885,Egg Patty Fried,B,67,$60.77,Southern
98-4011195,Creme De Menth - White,B,58,$32.54,
92-9899812,Ginger - Pickled,B,81,$98.71,Eastern
56-8657560,Frangelico,D,94,$84.25,Northern
34-2358229,Plasticknivesblack,A,85,$82.41,Southern
76-7307960,Bread - White Epi Baguette,D,77,$81.10,Northern
19-6802737,Vinegar - Sherry,B,95,$48.67,Southern
88-3936402,"Quail - Eggs, Fresh",D,70,$72.13,Western
53-7726616,Bagel - Plain,,94,$31.86,
29-8520274,Chips - Miss Vickies,C,25,$97.62,Eastern
32-1833613,Lamb Leg - Bone - In Nz,D,13,$53.63,Southern
13-6230022,Nantucket - Carrot Orange,,19,$45.54,Western
70-5278029,Sprouts - Alfalfa,,75,$41.68,Northern
69-3156040,Tamarind Paste,B,53,$56.99,
53-5649354,Pie Filling - Apple,B,69,$40.82,
68-0153368,"Bread - Pumpernickle, Rounds",A,48,$65.62,Northern
00-3599950,Kumquat,A,100,$71.39,Eastern
99-3700707,"Lamb - Leg, Diced",B,94,$31.40,
71-0166702,Hand Towel,,99,$52.24,
17-9208654,"Beans - Fava, Canned",D,75,$20.73,Eastern
00-6855308,Chips Potato All Dressed - 43g,C,8,$91.94,Southern
43-4944453,Truffle Shells - Semi - Sweet,C,65,$64.80,
04-1076594,Noodles - Steamed Chow Mein,B,87,$84.02,Southern
14-2653807,Chinese Foods - Chicken,A,34,$88.59,Eastern
17-9957204,Orange - Tangerine,D,9,$13.39,Southern
97-1756820,Sobe - Liz Blizz,B,5,$42.09,
65-2333664,Ice Cream - Turtles Stick Bar,D,43,$28.24,Western
96-6427618,"Rum - White, Gg White",A,58,$80.25,Southern
70-5507541,Artichoke - Fresh,A,82,$59.79,
54-6090077,"Beans - Black Bean, Dry",B,14,$58.81,Western
03-9272711,Scrubbie - Scotchbrite Hand Pad,C,97,$77.86,
56-3044548,"Tomatoes - Plum, Canned",B,35,$27.22,Southern
92-3941976,"Pork - Back, Long Cut, Boneless",,39,$21.76,Western
40-9762142,Cake - Lemon Chiffon,A,34,$65.57,Southern
09-9445568,Wine - Valpolicella Masi,B,82,$46.57,
56-2808612,Sobe - Tropical Energy,D,89,$29.70,Southern
98-8287335,Pastry - Banana Tea Loaf,D,85,$78.26,Southern
91-0572088,Nori Sea Weed,B,12,$69.34,Southern
24-5223861,Chocolate - Milk,D,72,$93.32,Southern
54-6270284,Longos - Lasagna Beef,B,50,$55.97,Northern
03-2497536,Salt - Table,C,38,$46.68,
80-5445976,Wine - George Duboeuf Rose,B,29,$90.14,Southern
05-0046783,Wiberg Cure,,45,$71.17,Northern
52-5088973,Gatorade - Xfactor Berry,,59,$16.85,
94-9397643,Crackers - Graham,,50,$98.86,Eastern
89-6533943,Oil - Olive Bertolli,C,26,$69.17,
15-5683892,Ginger - Fresh,C,98,$13.72,
41-2463858,Wine - Wyndham Estate Bin 777,C,80,$63.98,Southern
57-7447565,Soup - Campbells Chili Veg,B,32,$58.52,Western
22-8424623,Wine - Clavet Saint Emilion,D,81,$95.99,
39-4754185,"Basil - Dry, Rubbed",A,94,$27.91,Eastern
07-1710154,Yoghurt Tubes,D,22,$40.86,Eastern
15-2109260,Baking Powder,A,78,$50.09,Western
92-4249597,Pastry - Apple Large,C,71,$26.95,Eastern
68-8456640,"Cherries - Bing, Canned",A,81,$15.36,Western
50-6519818,Wiberg Super Cure,C,47,$31.65,Southern
36-9842717,Artichokes - Jerusalem,B,36,$68.23,Northern
46-3924233,Cognac - Courvaisier,,62,$44.74,Northern
15-5184474,Chef Hat 25cm,B,9,$63.81,Northern
37-3273753,Lid Tray - 16in Dome,A,40,$90.33,Northern
37-0043564,Cup - Translucent 7 Oz Clear,A,49,$70.96,Northern
19-0850298,Pate - Cognac,B,75,$7.32,Eastern
37-2841588,Chocolate - Unsweetened,B,64,$76.83,Western
33-3290521,Cheese - Gouda Smoked,B,94,$47.34,Northern
26-0446913,Bread - Multigrain Oval,D,96,$21.89,Northern
75-9814392,Lettuce - Treviso,D,17,$71.51,Eastern
08-5530396,Sauce - Hp,,75,$36.67,Eastern
47-8649147,Cattail Hearts,B,64,$98.96,Northern
78-1182749,Scampi Tail,B,16,$83.37,Northern
27-2371093,"Wine - Red, Wolf Blass, Yellow",,33,$47.03,Northern
99-5818169,Longos - Lasagna Veg,B,14,$92.78,
74-0758790,"Soup - Cream Of Broccoli, Dry",,14,$17.21,Western
03-8405943,Milk - Chocolate 250 Ml,,17,$16.36,Eastern
50-2512633,Lid Tray - 12in Dome,C,28,$15.65,Eastern
79-8324230,Lamb Rack Frenched Australian,B,87,$62.89,Western
65-3578218,Magnotta - Bel Paese White,C,51,$26.14,
64-6127350,Oysters - Smoked,D,64,$40.94,
14-8490361,Cookies - Englishbay Oatmeal,,44,$33.17,Western
80-9110028,Daikon Radish,B,33,$98.99,Eastern
48-5847611,"Lamb - Whole, Frozen",C,81,$74.39,
16-5179260,Wine - Maipo Valle Cabernet,B,14,$48.62,Eastern
46-6988055,Shrimp - 150 - 250,A,23,$93.75,Southern
90-3972132,Cabbage - Nappa,B,91,$75.61,Western
66-4038388,Basil - Pesto Sauce,C,4,$81.28,Northern
53-3762130,Apple - Custard,A,25,$78.74,Western
66-3694166,Bread - White Epi Baguette,A,21,$82.48,
52-2768109,Rice Paper,D,99,$26.76,
71-3778281,Foil Cont Round,D,45,$74.49,
08-1270513,"Loaf Pan - 2 Lb, Foil",D,54,$32.74,Eastern
73-8384632,Pants Custom Dry Clean,C,23,$76.65,Eastern
83-5509091,Jack Daniels,B,14,$54.08,Northern
17-3199570,Grenadillo,D,54,$66.14,Northern
00-9569141,"Mushroom - Shitake, Fresh",A,73,$35.88,
17-4673010,Soup - Campbells Beef Noodle,A,66,$97.10,Eastern
60-9187649,Beef - Striploin Aa,B,14,$77.58,
12-2315086,Apricots - Dried,C,82,$75.71,Western
68-2762234,Salmon Steak - Cohoe 6 Oz,B,53,$35.12,Southern
06-5947047,Cheese Cheddar Processed,B,67,$22.76,Western
20-7656322,Bar Bran Honey Nut,,59,$37.40,Southern
85-4808685,Beans - Fine,C,97,$91.40,Northern
49-6347438,Rice - Jasmine Sented,D,38,$55.56,Northern
03-4629172,Potatoes - Peeled,C,28,$10.16,Eastern
56-6971610,"Pepper - Red, Finger Hot",D,80,$31.92,Western
28-3589905,Pepper - Sorrano,B,17,$26.67,Southern
22-2500301,Chevril,C,12,$83.48,Eastern
13-6316567,Vinegar - Balsamic,,9,$34.44,Eastern
12-2727216,Honey - Comb,D,8,$82.01,
80-0320811,"Beef - Bones, Marrow",C,95,$55.75,Eastern
03-7468795,Ecolab Digiclean Mild Fm,,8,$21.81,Northern
45-0116117,Lettuce - Lambs Mash,A,44,$38.86,
21-3039593,Ice Cream - Strawberry,D,94,$37.06,
22-1785209,Glass Clear 8 Oz,A,88,$39.96,
31-3874238,Sauce - Cranberry,C,62,$38.74,Western
48-0428801,"Yogurt - Peach, 175 Gr",D,48,$70.36,Eastern
19-5772182,White Baguette,,24,$57.11,Eastern
06-7731502,Apple - Royal Gala,,44,$43.45,Western
17-3027193,Apples - Spartan,C,46,$16.52,Northern
71-7643036,Wine - Fino Tio Pepe Gonzalez,A,90,$83.13,
05-4937465,Cognac - Courvaisier,,9,$78.72,Eastern
61-0292822,Shark - Loin,D,28,$13.98,Northern
02-1242661,Cookie Dough - Double,,48,$29.11,Western
28-2559687,Bay Leaf Fresh,D,55,$71.70,Southern
52-9822515,Cheese - Valancey,,91,$10.87,Western
84-1312679,"Nut - Pistachio, Shelled",A,20,$70.92,Western
53-0022937,Sauce - Marinara,A,94,$57.31,Eastern
66-4492920,Muffin Batt - Ban Dream Zero,,52,$91.64,
95-1501374,"Wine - White, Pinot Grigio",B,94,$56.56,Southern
91-9654589,Nescafe - Frothy French Vanilla,A,20,$44.02,
82-7164797,Grapes - Green,B,31,$78.93,Western
09-2485350,Muffin Orange Individual,C,90,$66.60,
96-1066670,"Juice - Apple, 1.36l",A,3,$32.88,Northern
54-3067011,Squash - Sunburst,,98,$79.77,Northern
85-8989012,"Sugar - Brown, Individual",,25,$65.40,Northern
01-1263747,Table Cloth 144x90 White,C,56,$30.26,Western
06-8337757,English Muffin,C,78,$42.58,Western
59-8278598,Turkey - Ground. Lean,,26,$83.76,Eastern
89-1302007,Yoplait Drink,C,59,$73.77,Western
68-6030212,Pepsi - 600ml,C,3,$12.50,Northern
75-7831186,Pie Filling - Cherry,,72,$68.38,Northern
29-4719920,Lamb - Ground,D,97,$36.87,Southern
18-1974132,Smirnoff Green Apple Twist,D,54,$59.34,Eastern
28-0838880,"Pepper - White, Whole",B,77,$33.53,Western
27-6927433,Cheese - Victor Et Berthold,,14,$65.83,Northern
24-1965282,Boogies,,61,$38.00,
06-1216089,"Carrots - Purple, Organic",B,6,$30.88,Eastern
72-3411133,"Jam - Marmalade, Orange",A,85,$39.00,Western
74-0973387,"Rosemary - Primerba, Paste",,90,$81.60,Western
19-2390158,Bouq All Italian - Primerba,,5,$42.87,Northern
53-5146461,Tomatoes Tear Drop Yellow,D,49,$59.14,Western
85-3044124,Versatainer Nc - 888,,73,$37.77,Eastern
35-3665981,"Pork - Back, Short Cut, Boneless",D,51,$12.30,Western
19-0319908,Grapes - Red,A,22,$38.92,Southern
88-7135569,Bread - Multigrain,D,48,$50.17,Northern
95-1417242,Sprouts - China Rose,,17,$22.18,Northern
87-6956310,Sole - Fillet,,43,$100.00,Eastern
44-2273813,Cheese - Ricotta,C,53,$68.23,
16-9016756,Steam Pan - Half Size Deep,A,7,$15.03,Northern
76-7901605,"Wine - Red, Concha Y Toro",A,39,$62.91,Southern
72-1652970,"Crab - Dungeness, Whole",A,41,$54.33,
08-1271610,Chicken Thigh - Bone Out,B,48,$58.91,Eastern
68-8248716,Magnotta - Bel Paese White,B,17,$15.55,Southern
21-5535039,"Schnappes - Peach, Walkers",D,54,$81.76,
46-5539493,Sausage - Breakfast,D,12,$74.31,Northern
30-4045444,Chocolate - Mi - Amere Semi,B,81,$75.10,Northern
30-2527960,Anchovy In Oil,A,46,$31.06,Northern
86-7954628,"Wine - Magnotta, White",D,87,$49.52,Southern
00-4953264,Zucchini - Yellow,B,29,$90.59,Eastern
16-4676529,Tandoori Curry Paste,B,13,$94.72,Southern
15-8324765,Wine - Conde De Valdemar,A,46,$60.27,Southern
34-7956046,Lychee,,42,$95.65,Eastern
48-5616562,Macaroons - Two Bite Choc,A,86,$73.64,
63-3854719,Tofu - Firm,,26,$41.05,Western
46-6675737,Mushroom - Porcini Frozen,A,9,$80.31,
64-6770822,"Cheese - Brie, Cups 125g",,29,$89.27,Northern
09-0996529,"Pineapple - Canned, Rings",,13,$49.64,
68-2800735,"Juice - Pineapple, 341 Ml",B,43,$71.65,Eastern
42-2977925,"Corn - Cream, Canned",B,88,$57.54,Eastern
81-2484487,Wine - Rhine Riesling Wolf Blass,C,19,$94.17,Western
51-0819515,Wine - Tio Pepe Sherry Fino,D,100,$29.51,Western
84-4512204,Mustard - Dijon,C,76,$41.70,
28-8331566,Dried Cherries,A,73,$95.27,Northern
92-0900887,Potato - Sweet,C,35,$59.60,Eastern
95-6029667,Napkin White - Starched,B,61,$56.37,Eastern
91-2405334,Cheese - Pied De Vents,D,90,$72.65,Northern
54-5060526,"Beef - Ox Tongue, Pickled",,12,$48.42,Eastern
78-0380185,Juice - Orangina,,93,$74.68,Eastern
23-5173603,Sauce - Chili,A,86,$98.98,Southern
28-3538426,Cabbage - Green,C,32,$46.31,Northern
56-8061212,Watercress,D,81,$62.90,Eastern
17-6682581,Juice - V8 Splash,A,38,$35.31,Eastern
40-1846340,Peach - Fresh,,10,$56.12,Western
41-1744891,"Cup - 6oz, Foam",,58,$75.47,Northern
56-4153699,Cleaner - Comet,B,46,$19.32,Northern
60-7796673,Peppercorns - Green,,44,$53.89,
86-0151764,Sprouts - Pea,A,59,$11.56,Southern
06-8799523,Table Cloth 144x90 White,C,53,$21.09,Eastern
68-8268635,"Ecolab - Orange Frc, Cleaner",C,99,$6.93,Eastern
62-7730391,Cream - 35%,D,9,$80.85,Western
90-6844663,Pickles - Gherkins,A,31,$11.26,Northern
71-5859098,Rabbit - Whole,A,84,$91.40,Western
26-9200258,Mushroom - Portebello,D,47,$71.49,Western
13-8755194,Soup - Campbells Bean Medley,C,78,$86.68,Western
27-9081989,"Bread - Sticks, Thin, Plain",B,87,$81.79,Northern
02-9815715,Zucchini - Yellow,,79,$9.15,Eastern
88-1549419,Appetizer - Mango Chevre,A,26,$22.70,Northern
89-4860768,Sping Loaded Cup Dispenser,C,58,$90.92,Western
74-7278956,Bar Mix - Lime,A,62,$80.79,Southern
86-7101289,Soup - Campbells Mushroom,D,81,$25.91,Southern
89-6487576,Tea Leaves - Oolong,A,93,$64.83,Northern
12-2608375,Fond - Chocolate,D,9,$15.39,Northern
07-0786883,Fond - Chocolate,A,44,$20.79,Western
