Target_ID,Param1,Param2,Param3,Category,HasWeapon
92-3052673,599,47.33,58.08,Plane,true
34-5745127,103,62.15,68.37,Ship,false
29-6603168,631,71.2,46.95,Track,true
01-1844456,350,26.57,79.1,Track,true
58-7758856,145,13.96,44.4,Plane,false
52-9899260,988,90.16,88.97,Ship,false
69-7233090,337,7.92,56.76,Plane,false
93-5461981,468,68.15,92.33,Plane,false
81-8923445,899,30.55,16.77,Plane,true
65-6453896,781,16.75,17.81,Ship,true
36-2831044,759,36.84,47.13,Track,true
72-4250206,317,75.08,43.22,Track,false
63-1520827,659,59.27,4.7,Track,false
34-1554371,554,9.92,96.89,Ship,false
64-7749450,945,83.41,2.4,Track,false
44-6295462,104,18.26,9.61,Track,true
70-2883816,607,87.38,40.11,Ship,false
92-0224785,929,41.25,8.56,Plane,false
56-3478601,554,90.07,75.43,Track,false
39-6230248,850,23.25,26.06,Ship,false
19-1674963,154,95.89,38.79,Plane,false
21-8184270,763,99.09,6.26,Ship,true
41-0077438,573,94.64,50.45,Track,true
40-8962397,670,70.24,47.17,Plane,false
96-4041548,36,37.32,78.84,Ship,false
66-7222240,22,61.77,1.67,Track,false
55-0359362,195,49.47,19.1,Plane,true
90-5965758,956,22.84,90.19,Plane,false
67-4295460,101,16.77,2.77,Plane,false
99-2025439,454,91.33,52.56,Ship,true
48-5500046,941,43.77,64.55,Track,true
69-6059306,631,82.39,95.03,Track,false
37-5337281,715,33.46,93.62,Track,true
32-2949184,215,54.17,26.04,Plane,true
77-7031127,430,88.75,18.91,Track,true
77-2782271,88,44.66,20.87,Ship,true
30-3575083,734,93.9,43.57,Ship,false
65-0077097,79,61.17,3.34,Ship,true
01-5685720,621,42.03,41.04,Plane,false
25-8099789,226,54.94,57.81,Ship,false
56-4778679,837,9.89,74.89,Ship,true
08-4203306,712,57.74,15.77,Plane,true
20-7772887,605,37.65,48.14,Plane,true
86-1994754,690,41.12,78.19,Ship,false
10-5799149,839,18.09,27.45,Track,false
20-0581702,435,25.5,66.41,Track,true
06-0401116,63,44.1,65.27,Plane,true
78-5281358,928,91.5,90.54,Ship,true
84-7782599,663,68.26,27.58,Ship,false
35-4652363,737,2.14,31.19,Ship,true
04-9876147,985,49.21,17.07,Track,false
77-6532057,520,48.08,45.41,Ship,false
38-5463150,563,63.76,70.24,Track,true
87-7993151,92,74.89,19.32,Plane,false
06-4096287,304,56.86,82.25,Track,true
97-7126434,213,92.56,13.36,Track,true
08-0083344,367,35.6,24.32,Ship,false
51-4441490,207,37.87,5.55,Plane,false
18-8399659,493,40.32,61.29,Ship,true
11-0133713,577,84.73,0.93,Plane,true
85-1254534,361,5.91,69.3,Track,true
64-4519300,393,56.51,99.21,Plane,false
41-1099441,506,96.07,50.9,Track,true
75-1788370,369,33.79,15.97,Plane,true
10-7721530,506,28.1,27.71,Plane,true
59-6318677,144,11.1,23.25,Ship,true
01-1066331,42,41.67,43.66,Ship,false
84-1611335,353,69.58,88.09,Plane,true
66-3215584,701,3.73,85.97,Plane,true
94-9751537,535,61.92,26.7,Track,false
56-9381104,170,44.04,90.66,Track,false
88-0612748,126,4.99,60.1,Plane,true
46-2751135,288,21.75,55.87,Ship,false
00-3213243,249,85.99,86.17,Track,true
05-6170998,918,49.19,97.91,Ship,false
85-9362115,662,51.08,7.02,Ship,false
49-4236406,833,32.17,78.38,Plane,false
75-3494284,644,80.78,63.73,Track,true
36-4779199,921,12.31,69.57,Plane,true
88-9082343,553,32.79,44.59,Track,false
90-6021819,669,48.94,70.12,Track,false
36-5046137,704,34.58,40.43,Plane,true
07-9248507,548,14.63,60.81,Ship,false
57-2582557,748,21.69,87.51,Plane,false
90-7918812,543,56.76,74.42,Track,true
09-1033988,456,52.31,98.12,Track,false
87-7167709,586,15.45,36.85,Ship,false
04-9163366,368,79.0,10.98,Ship,false
09-4164925,314,24.87,26.33,Plane,true
51-1147621,123,71.55,29.9,Plane,true
57-8622179,931,39.54,74.26,Ship,true
60-7301060,503,99.08,38.64,Track,false
85-6987386,284,5.83,30.32,Plane,false
61-0162892,958,71.74,59.12,Plane,true
03-6595591,380,25.96,98.05,Ship,true
82-8065832,259,48.79,94.92,Track,true
79-5767227,65,13.12,2.79,Plane,false
92-6398702,580,17.96,99.53,Plane,false
70-8552823,721,28.03,95.12,Ship,true
59-3477514,23,83.43,95.77,Ship,false
48-4282408,969,27.27,3.31,Ship,true
09-5392821,886,59.82,29.18,Ship,false
21-4348815,838,33.85,77.62,Track,true
29-6289895,652,99.37,84.54,Track,true
55-0160307,246,3.53,28.66,Plane,true
29-7218195,748,47.79,69.69,Plane,true
80-1468738,10,18.57,94.8,Plane,false
54-8589564,814,69.1,11.63,Plane,true
95-2769547,723,4.22,5.2,Ship,false
09-4946107,212,60.95,40.7,Track,true
94-4776099,524,96.14,3.78,Track,false
93-9530401,112,94.21,43.67,Track,true
67-9409749,162,62.42,7.2,Ship,false
40-6184724,574,26.82,34.28,Ship,true
91-3350043,405,56.04,35.56,Ship,true
33-0301841,344,51.06,3.88,Plane,true
81-2279945,699,42.4,8.56,Track,true
88-7114092,197,80.05,15.42,Plane,false
79-3908346,552,45.24,61.2,Ship,true
96-0697526,734,1.33,4.44,Ship,false
77-7151248,698,32.67,11.52,Ship,false
40-5154487,881,97.15,65.95,Plane,false
54-2181514,602,20.94,52.33,Track,true
71-1223858,147,10.88,70.36,Plane,true
37-8520704,97,39.77,50.03,Plane,false
06-0914746,132,88.94,26.41,Ship,false
37-4493287,504,51.91,94.17,Track,true
78-7347764,821,99.36,8.18,Ship,false
77-9502693,438,31.38,61.92,Track,true
43-3295229,423,48.13,72.28,Plane,false
85-1595499,146,69.17,31.58,Plane,true
89-0071850,546,64.38,69.71,Ship,true
40-0009491,593,47.48,88.5,Plane,false
34-7061643,583,2.48,38.93,Ship,true
13-9501291,154,60.39,98.41,Ship,true
20-6094516,208,69.56,36.0,Track,true
26-6842032,628,12.29,21.38,Track,false
47-6549109,942,31.61,68.51,Plane,false
82-2642688,817,79.26,60.39,Plane,true
37-8512351,561,41.61,86.35,Track,false
07-8238389,857,3.36,60.11,Track,false
13-5844796,381,78.27,96.88,Plane,true
35-5397841,373,99.85,29.89,Track,true
44-0705857,45,31.17,52.02,Track,false
95-8781883,959,73.82,39.84,Track,false
18-8524087,35,7.23,48.73,Plane,true
49-6695623,162,89.68,53.55,Plane,false
70-1295913,320,23.11,54.92,Ship,true
80-0730818,469,47.81,82.18,Ship,true
23-6511325,289,0.77,54.12,Plane,false
56-2606318,779,82.14,22.97,Ship,true
21-5462272,742,32.0,57.9,Track,true
06-4665795,369,25.82,32.11,Plane,true
20-0369301,611,33.18,14.93,Track,true
10-5756290,502,15.16,81.47,Plane,true
93-5352147,596,8.37,52.5,Ship,true
